,abordagem,size_page,precision_query,recall_query,f1-score_query,ndcg_query,precision_sinonimos,recall_sinonimos,f1-score_sinonimos,ndcg_sinonimos,precision_erros_digitacao,recall_erros_digitacao,f1-score_erros_digitacao,ndcg_erros_digitacao,precision_reordenados,recall_reordenados,f1-score_reordenados,ndcg_reordenados
13,semantico,2,1.0,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0,0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0
14,lexico,2,1.0,0.14285714285714285,0.25,1.0,0.0,0.0,0,0,0.0,0.0,0,0,1.0,0.14285714285714285,0.25,1.0
15,semantico,2,0.5,0.07142857142857142,0.125,0.7967075809905066,1.0,0.14285714285714285,0.25,1.0,0.0,0.0,0,1.0,0.5,0.07142857142857142,0.125,0.7967075809905066
16,lexico,2,0.0,0.0,0,1.0,0.5,0.038461538461538464,0.07142857142857144,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
17,semantico,2,0.5,0.038461538461538464,0.07142857142857144,0.7967075809905066,0.5,0.038461538461538464,0.07142857142857144,1.0,0.5,0.038461538461538464,0.07142857142857144,0.7967075809905066,0.5,0.038461538461538464,0.07142857142857144,0.7967075809905066
18,lexico,2,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
19,semantico,2,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
20,lexico,2,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
21,semantico,2,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
22,lexico,2,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0
23,semantico,2,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0,0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0
24,lexico,2,0.0,0.0,0,1.0,0.5,0.14285714285714285,0.22222222222222224,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0
25,semantico,2,0.5,0.14285714285714285,0.22222222222222224,1.0,0.5,0.14285714285714285,0.22222222222222224,0.6309297535714574,0.0,0.0,0,0,0.5,0.14285714285714285,0.22222222222222224,1.0
26,lexico,2,0.5,0.14285714285714285,0.22222222222222224,0.7967075809905066,0.5,0.14285714285714285,0.22222222222222224,1.0,0.5,0.14285714285714285,0.22222222222222224,0.7967075809905066,0.5,0.14285714285714285,0.22222222222222224,0.7967075809905066
27,semantico,2,1.0,0.2857142857142857,0.4444444444444445,1.0,0.0,0.0,0,1.0,1.0,0.2857142857142857,0.4444444444444445,1.0,0.5,0.14285714285714285,0.22222222222222224,1.0
28,lexico,2,1.0,0.0425531914893617,0.08163265306122448,1.0,0.0,0.0,0,1.0,1.0,0.0425531914893617,0.08163265306122448,1.0,1.0,0.0425531914893617,0.08163265306122448,1.0
29,semantico,2,1.0,0.0425531914893617,0.08163265306122448,1.0,0.0,0.0,0,0,1.0,0.0425531914893617,0.08163265306122448,1.0,1.0,0.0425531914893617,0.08163265306122448,1.0
30,lexico,2,1.0,0.5,0.6666666666666666,1.0,0.5,0.25,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
31,semantico,2,1.0,0.5,0.6666666666666666,1.0,0.0,0.0,0,0,0.5,0.25,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,1.0
32,lexico,2,0.5,0.25,0.3333333333333333,0.7967075809905066,0.0,0.0,0,0,0.0,0.0,0,0,0.5,0.25,0.3333333333333333,0.7967075809905066
33,semantico,2,0.5,0.25,0.3333333333333333,0.7967075809905066,0.0,0.0,0,0,0.5,0.25,0.3333333333333333,0.7967075809905066,0.5,0.25,0.3333333333333333,0.7967075809905066
34,lexico,2,1.0,0.4,0.5714285714285715,1.0,1.0,0.4,0.5714285714285715,1.0,1.0,0.4,0.5714285714285715,1.0,1.0,0.4,0.5714285714285715,1.0
35,semantico,2,1.0,0.4,0.5714285714285715,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,1.0,0.4,0.5714285714285715,1.0
36,lexico,2,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
37,semantico,2,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
38,lexico,2,1.0,0.15384615384615385,0.2666666666666667,1.0,0.0,0.0,0,0,1.0,0.15384615384615385,0.2666666666666667,1.0,1.0,0.15384615384615385,0.2666666666666667,1.0
39,semantico,2,1.0,0.15384615384615385,0.2666666666666667,1.0,0.0,0.0,0,0,1.0,0.15384615384615385,0.2666666666666667,1.0,1.0,0.15384615384615385,0.2666666666666667,1.0
40,lexico,2,0.5,0.09090909090909091,0.15384615384615385,1.0,0.0,0.0,0,0,1.0,0.18181818181818182,0.3076923076923077,1.0,0.5,0.09090909090909091,0.15384615384615385,1.0
41,semantico,2,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
42,lexico,2,1.0,0.18181818181818182,0.3076923076923077,1.0,0.0,0.0,0,0,1.0,0.18181818181818182,0.3076923076923077,1.0,1.0,0.18181818181818182,0.3076923076923077,1.0
43,semantico,2,1.0,0.18181818181818182,0.3076923076923077,1.0,0.0,0.0,0,0,1.0,0.18181818181818182,0.3076923076923077,1.0,1.0,0.18181818181818182,0.3076923076923077,1.0
44,lexico,2,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0
45,semantico,2,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.0
46,lexico,2,1.0,0.1,0.18181818181818182,1.0,0.5,0.05,0.09090909090909091,1.0,0.0,0.0,0,1.0,1.0,0.1,0.18181818181818182,1.0
47,semantico,2,1.0,0.1,0.18181818181818182,1.0,1.0,0.1,0.18181818181818182,1.0,1.0,0.1,0.18181818181818182,1.0,1.0,0.1,0.18181818181818182,1.0
48,lexico,2,0.0,0.0,0,1.0,1.0,0.5,0.6666666666666666,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
49,semantico,2,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0
50,lexico,2,0.5,0.058823529411764705,0.10526315789473684,1.0,0.0,0.0,0,0.6309297535714575,0.5,0.058823529411764705,0.10526315789473684,1.0,0.5,0.058823529411764705,0.10526315789473684,1.0
51,semantico,2,1.0,0.11764705882352941,0.21052631578947367,1.0,0.0,0.0,0,0,1.0,0.11764705882352941,0.21052631578947367,1.0,1.0,0.11764705882352941,0.21052631578947367,1.0
52,lexico,2,1.0,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0,1.0,0.0,0.0,0,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0
53,semantico,2,1.0,0.16666666666666666,0.2857142857142857,1.0,0.5,0.08333333333333333,0.14285714285714285,0.7967075809905066,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0
54,lexico,2,1.0,0.18181818181818182,0.3076923076923077,1.0,0.5,0.09090909090909091,0.15384615384615385,1.0,1.0,0.18181818181818182,0.3076923076923077,1.0,1.0,0.18181818181818182,0.3076923076923077,1.0
55,semantico,2,1.0,0.18181818181818182,0.3076923076923077,1.0,1.0,0.18181818181818182,0.3076923076923077,1.0,1.0,0.18181818181818182,0.3076923076923077,1.0,1.0,0.18181818181818182,0.3076923076923077,1.0
56,lexico,2,1.0,0.04878048780487805,0.09302325581395349,1.0,0.0,0.0,0,0,1.0,0.04878048780487805,0.09302325581395349,1.0,1.0,0.04878048780487805,0.09302325581395349,1.0
57,semantico,2,1.0,0.04878048780487805,0.09302325581395349,1.0,0.0,0.0,0,0,1.0,0.04878048780487805,0.09302325581395349,1.0,1.0,0.04878048780487805,0.09302325581395349,1.0
